기준일(월말),시장,종목명,종목코드,시가총액,기준가,1개월(%),3개월(%),6개월(%),12개월(%),모멘텀스코어,다음달수익률(%),전달순위
2026-03-31,S&P500,Arch Capital Group,ACGL,0,95.99,-4.2,0.1,5.8,-0.2,5.0,0.78,
2026-03-31,S&P500,PulteGroup,PHM,0,117.61,-14.3,0.3,-11.0,14.4,4.8,-0.27,
2026-03-31,S&P500,Morgan Stanley,MS,0,164.57,-1.2,-7.3,3.5,41.1,4.7,0.75,
2026-03-31,S&P500,Avery Dennison,AVY,0,172.68,-12.1,-5.1,6.5,-3.0,4.6,-0.7,
2026-03-31,S&P500,Nvidia,NVDA,0,174.4,-1.6,-6.5,-6.5,60.9,4.5,1.71,
2026-03-31,S&P500,Smurfit Westrock,SW,0,39.85,-15.2,3.1,-6.4,-11.6,4.5,-1.41,
2026-03-31,S&P500,Public Storage,PSA,0,270.88,-11.8,4.4,-6.2,-9.5,4.4,3.5,
2026-03-31,S&P500,Royal Caribbean Group,RCL,0,275.18,-11.5,-1.3,-15.0,33.9,4.0,-0.58,
2026-03-31,S&P500,"F5, Inc.",FFIV,0,289.33,6.6,13.3,-10.5,8.7,3.9,4.85,
2026-03-31,S&P500,Regions Financial Corporation,RF,0,26.12,-6.1,-3.6,-0.9,20.2,3.7,1.34,
2026-03-31,S&P500,Martin Marietta Materials,MLM,0,588.68,-13.0,-5.5,-6.6,23.1,3.5,1.44,
2026-03-31,S&P500,Hewlett Packard Enterprise,HPE,0,23.81,10.9,-0.9,-3.1,54.3,3.2,3.36,
2026-03-31,S&P500,Hartford (The),HIG,0,135.23,-4.0,-1.9,1.4,9.3,3.0,0.71,
2026-03-31,S&P500,Arista Networks,ANET,0,122.78,-8.0,-6.3,-15.7,58.5,2.8,3.18,
2026-03-31,S&P500,Edwards Lifesciences,EW,0,80.08,-7.4,-6.1,3.0,10.5,2.4,1.21,
2026-03-31,S&P500,Kenvue,KVUE,0,17.24,-9.8,-0.1,6.2,-28.1,2.4,-0.58,
2026-03-31,S&P500,Mondelez International,MDLZ,0,57.64,-6.4,7.1,-7.7,-15.0,2.0,-0.17,
2026-03-31,S&P500,Public Service Enterprise Group,PEG,0,80.95,-5.9,0.8,-3.0,-1.6,1.8,1.07,
2026-03-31,S&P500,Deckers Brands,DECK,0,100.09,-14.6,-3.5,-1.3,-10.5,1.8,-1.78,
2026-03-31,S&P500,A. O. Smith,AOS,0,65.94,-15.5,-1.4,-10.2,0.9,1.7,-2.41,
2026-03-31,S&P500,Stanley Black & Decker,SWK,0,71.06,-17.8,-4.3,-4.4,-7.6,1.7,-3.41,
2026-03-31,S&P500,Globe Life,GL,0,139.17,-4.2,-0.5,-2.7,5.7,1.5,2.46,
2026-03-31,S&P500,Procter & Gamble,PG,0,144.44,-13.6,0.8,-6.0,-15.2,1.4,-0.91,
2026-03-31,S&P500,Extra Space Storage,EXR,0,131.13,-13.2,0.7,-7.0,-11.7,1.3,2.08,
2026-03-31,S&P500,Lowe's,LOW,0,236.28,-10.7,-2.0,-6.0,1.3,1.0,-2.22,
2026-03-31,S&P500,Comcast,CMCSA,0,28.71,-7.3,2.5,-2.5,-17.0,1.0,-2.72,
2026-03-31,S&P500,Airbnb,ABNB,0,126.28,-6.5,-7.0,4.0,5.7,0.8,-1.05,
2026-03-31,S&P500,Ford Motor Company,F,0,11.54,-18.1,-12.0,-3.5,15.1,0.7,0.52,
2026-03-31,S&P500,American Water Works,AWK,0,136.09,0.0,4.3,-2.2,-7.7,0.7,1.51,
2026-03-31,S&P500,Republic Services,RSG,0,219.02,-4.4,3.3,-4.6,-9.6,0.7,1.9,
2026-03-31,S&P500,Truist Financial,TFC,0,45.97,-6.8,-6.6,0.5,11.7,0.7,2.59,
2026-03-31,S&P500,Sysco,SYY,0,71.33,-21.8,-3.2,-13.4,-4.9,0.6,-0.24,
2026-03-31,S&P500,Cincinnati Financial,CINF,0,157.35,-4.0,-3.7,-0.5,6.5,0.2,0.67,
2026-03-31,S&P500,Amcor,AMCR,0,39.75,-17.9,-4.7,-2.8,-18.0,0.2,0.45,
2026-03-31,S&P500,Vulcan Materials Company,VMC,0,272.3,-12.2,-4.5,-11.5,16.7,0.1,2.78,
2026-03-31,S&P500,Expand Energy,EXE,0,109.78,1.7,-0.5,3.3,-1.4,0.1,-5.37,
2026-03-31,S&P500,Aflac,AFL,0,109.71,-2.9,-0.5,-1.8,-1.3,-0.1,0.7,
2026-03-31,S&P500,Corpay,CPAY,0,290.99,-10.5,-3.3,1.0,-16.6,-0.2,0.81,
2026-03-31,S&P500,Allstate,ALL,0,207.34,-3.3,-0.4,-3.4,0.1,-0.3,-0.15,
2026-03-31,S&P500,Sherwin-Williams,SHW,0,320.55,-11.6,-1.1,-7.4,-8.2,-0.4,-0.8,
2026-03-31,S&P500,Apple Inc.,AAPL,0,253.79,-3.9,-6.6,-0.3,14.3,-0.7,0.84,
2026-03-31,S&P500,Charles Schwab Corporation,SCHW,0,93.98,-1.3,-5.9,-1.6,20.1,-0.9,-0.22,
2026-03-31,S&P500,Mettler Toledo,MTD,0,1261.2,-7.7,-9.5,2.7,6.8,-1.0,-0.1,
2026-03-31,S&P500,Boeing,BA,0,199.03,-12.5,-8.3,-7.8,16.7,-1.0,4.62,
2026-03-31,S&P500,Charles River Laboratories,CRL,0,172.5,-3.4,-13.5,10.3,14.6,-1.1,0.81,
2026-03-31,S&P500,Weyerhaeuser,WY,0,24.43,-0.4,3.1,-1.5,-16.6,-1.3,0.0,
2026-03-31,S&P500,Keurig Dr Pepper,KDP,0,26.33,-13.0,-6.0,3.2,-23.1,-1.3,-3.87,
2026-03-31,S&P500,Dexcom,DXCM,0,62.8,-14.5,-5.4,-6.7,-8.0,-2.0,-0.92,
2026-03-31,S&P500,Carnival,CCL,0,25.88,-18.0,-15.3,-10.5,32.5,-2.0,-0.93,
2026-03-31,S&P500,J.M. Smucker Company (The),SJM,0,96.44,-16.8,-1.4,-11.2,-18.6,-2.0,-1.01,
2026-03-31,S&P500,Clorox,CLX,0,103.63,-18.5,2.8,-16.0,-29.6,-2.4,-2.4,
2026-03-31,S&P500,AbbVie,ABBV,0,217.49,-6.3,-4.8,-6.1,3.8,-3.0,-3.98,
2026-03-31,S&P500,United Airlines Holdings,UAL,0,92.07,-13.4,-17.7,-4.6,33.3,-3.1,0.15,
2026-03-31,S&P500,Las Vegas Sands,LVS,0,53.88,-5.0,-17.2,0.2,39.5,-3.3,0.85,
2026-03-31,S&P500,Zimmer Biomet,ZBH,0,90.42,-8.1,0.6,-8.2,-20.1,-3.6,0.52,
2026-03-31,S&P500,CVS Health,CVS,0,71.82,-10.1,-9.5,-4.7,6.0,-3.7,2.33,
2026-03-31,S&P500,Cooper Companies (The),COO,0,71.5,-14.5,-12.8,4.3,-15.2,-3.8,-1.86,
2026-03-31,S&P500,Fortinet,FTNT,0,81.72,3.4,2.9,-2.8,-15.1,-3.8,0.99,
2026-03-31,S&P500,Lennox International,LII,0,464.13,-18.6,-4.4,-12.3,-17.2,-3.9,-2.04,
2026-03-31,S&P500,Assurant,AIZ,0,217.81,-5.1,-9.6,0.6,3.8,-4.0,0.21,
2026-03-31,S&P500,D. R. Horton,DHI,0,137.22,-14.4,-4.7,-19.0,7.9,-4.5,1.8,
2026-03-31,S&P500,Vistra Corp.,VST,0,150.33,-13.5,-6.8,-23.3,28.0,-4.7,0.57,
2026-03-31,S&P500,3M,MMM,0,145.23,-12.2,-9.3,-6.4,-1.1,-4.8,-0.52,
2026-03-31,S&P500,Omnicom Group,OMC,0,75.31,-11.7,-6.7,-7.6,-9.2,-5.2,-0.66,
2026-03-31,S&P500,JPMorgan Chase,JPM,0,294.16,-2.0,-8.7,-6.7,19.9,-5.3,0.15,
2026-03-31,S&P500,Intercontinental Exchange,ICE,0,157.28,-4.2,-2.9,-6.6,-8.8,-5.3,3.62,
2026-03-31,S&P500,MSCI Inc.,MSCI,0,539.01,-5.7,-6.1,-5.0,-4.7,-5.4,1.07,
2026-03-31,S&P500,Mosaic Company (The),MOS,0,25.5,-8.4,5.9,-26.5,-5.6,-5.5,2.63,
2026-03-31,S&P500,Stryker Corporation,SYK,0,328.59,-15.2,-6.5,-11.1,-11.7,-5.5,0.9,
2026-03-31,S&P500,Idexx Laboratories,IDXX,0,561.89,-14.4,-16.9,-12.1,33.8,-5.6,1.36,
2026-03-31,S&P500,American Tower,AMT,0,172.58,-10.0,-1.7,-10.3,-20.7,-5.6,0.67,
2026-03-31,S&P500,Revvity,RVTY,0,87.61,-10.9,-9.4,-0.0,-17.2,-5.6,1.52,
2026-03-31,S&P500,Jacobs Solutions,J,0,127.28,-7.7,-3.9,-15.1,6.3,-5.6,0.58,
2026-03-31,S&P500,Healthpeak Properties,DOC,0,16.43,-7.1,2.2,-14.2,-18.7,-5.6,0.55,
2026-03-31,S&P500,Masco,MAS,0,60.37,-15.7,-4.9,-14.2,-13.2,-5.8,-2.07,
2026-03-31,S&P500,Cigna,CI,0,266.75,-8.0,-3.1,-7.5,-18.9,-6.0,1.23,
2026-03-31,S&P500,T-Mobile US,TMUS,0,210.03,-3.3,3.4,-12.3,-21.3,-6.0,-4.11,
2026-03-31,S&P500,O’Reilly Automotive,ORLY,0,92.31,-1.7,1.2,-14.4,-3.3,-6.1,-0.96,
2026-03-31,S&P500,West Pharmaceutical Services,WST,0,250.64,-1.5,-8.9,-4.5,12.0,-6.2,1.66,
2026-03-31,S&P500,Expedia Group,EXPE,0,230.89,7.0,-18.5,8.0,37.4,-6.8,-2.42,
2026-03-31,S&P500,NXP Semiconductors,NXPI,0,196.86,-13.3,-9.3,-13.6,3.6,-6.9,-1.17,
2026-03-31,S&P500,Everest Group,EG,0,326.85,-2.6,-3.7,-6.7,-10.0,-7.0,0.07,
2026-03-31,S&P500,Netflix,NFLX,0,96.15,-0.1,2.5,-19.8,3.1,-7.2,2.61,
2026-03-31,S&P500,Medtronic,MDT,0,86.65,-11.3,-9.8,-9.0,-3.6,-7.4,-0.02,
2026-03-31,S&P500,"Rollins, Inc.",ROL,0,53.41,-12.3,-11.0,-9.1,-1.1,-7.4,0.97,
2026-03-31,S&P500,Hormel Foods,HRL,0,22.65,-11.5,-4.4,-8.4,-26.8,-7.4,-2.47,
2026-03-31,S&P500,Bank of America,BAC,0,48.75,-2.2,-11.4,-5.5,16.8,-7.4,1.29,
2026-03-31,S&P500,GE HealthCare,GEHC,0,71.18,-15.5,-13.2,-5.2,-11.8,-7.8,-1.17,
2026-03-31,S&P500,Amazon,AMZN,0,208.27,-0.8,-9.8,-5.1,9.5,-8.1,0.72,
2026-03-31,S&P500,Home Depot (The),HD,0,328.89,-13.6,-4.4,-18.8,-10.3,-8.2,-2.21,
2026-03-31,S&P500,"Nasdaq, Inc.",NDAQ,0,84.89,-3.1,-12.6,-4.0,11.9,-8.2,2.07,
2026-03-31,S&P500,ResMed,RMD,0,224.48,-12.4,-6.8,-18.0,0.3,-8.2,-0.17,
2026-03-31,S&P500,AutoZone,AZO,0,3377.78,-10.1,-0.4,-21.3,-11.4,-8.2,0.67,
2026-03-31,S&P500,Huntington Bancshares,HBAN,0,15.65,-6.8,-9.8,-9.4,4.3,-8.3,0.89,
2026-03-31,S&P500,Molson Coors Beverage Company,TAP,0,43.06,-12.1,-7.8,-4.8,-29.3,-8.4,2.28,
2026-03-31,S&P500,Bio-Techne,TECH,0,52.26,-11.4,-11.1,-6.1,-10.9,-8.4,1.66,
2026-03-31,S&P500,CRH plc,CRH,0,105.12,-12.4,-15.8,-12.3,19.5,-8.7,-0.47,
2026-03-31,S&P500,W. R. Berkley Corporation,WRB,0,66.28,-7.6,-5.5,-13.5,-6.9,-8.7,-0.44,
2026-03-31,S&P500,Verisign,VRSN,0,248.36,9.0,2.2,-11.2,-2.2,-8.7,4.63,
2026-03-31,S&P500,NetApp,NTAP,0,102.39,3.4,-4.4,-13.6,16.6,-8.7,0.94,
2026-03-31,S&P500,Allegion,ALLE,0,145.29,-9.8,-8.7,-18.1,11.4,-8.8,-2.91,
2026-03-31,S&P500,Vici Properties,VICI,0,27.32,-9.6,-2.8,-16.2,-16.2,-8.9,1.24,
2026-03-31,S&P500,Thermo Fisher Scientific,TMO,0,491.53,-5.7,-15.2,1.3,-1.2,-8.9,-0.01,
2026-03-31,S&P500,Constellation Energy,CEG,0,279.25,-15.3,-21.0,-15.1,38.5,-9.0,-2.3,
2026-03-31,S&P500,Jack Henry & Associates,JKHY,0,158.04,-2.7,-13.4,6.1,-13.5,-9.0,-0.35,
2026-03-31,S&P500,"Block, Inc.",XYZ,0,60.18,-5.5,-7.5,-16.7,10.8,-9.5,-0.66,
2026-03-31,S&P500,Equity Residential,EQR,0,59.15,-6.4,-6.2,-8.6,-17.4,-9.5,1.89,
2026-03-31,S&P500,"Tesla, Inc.",TSLA,0,371.75,-7.6,-17.3,-16.4,43.4,-9.6,-3.0,
2026-03-31,S&P500,Steris,STE,0,221.13,-12.4,-12.8,-10.6,-2.4,-9.8,-1.09,
2026-03-31,S&P500,United Rentals,URI,0,728.56,-13.3,-10.0,-23.7,16.3,-9.9,0.48,
2026-03-31,S&P500,Synchrony Financial,SYF,0,68.02,-1.6,-18.5,-4.3,28.5,-10.4,0.59,
2026-03-31,S&P500,Intuitive Surgical,ISRG,0,460.99,-8.4,-18.6,3.1,-6.9,-10.5,-1.93,
2026-03-31,S&P500,Aptiv,APTV,0,69.44,-5.6,-8.7,-19.5,16.7,-10.6,-12.17,
2026-03-31,S&P500,Wells Fargo,WFC,0,79.61,-2.3,-14.6,-5.0,10.9,-10.9,1.24,
2026-03-31,S&P500,"UDR, Inc.",UDR,0,33.78,-9.9,-7.9,-9.3,-25.2,-11.1,2.55,
2026-03-31,S&P500,Ameriprise Financial,AMP,0,444.4,-5.5,-9.4,-9.5,-8.2,-11.2,-2.35,
2026-03-31,S&P500,Leidos,LDOS,0,155.52,-11.2,-13.8,-17.7,15.3,-11.2,2.12,
2026-03-31,S&P500,American International Group,AIG,0,75.25,-6.5,-12.0,-4.2,-13.4,-11.2,0.23,
2026-03-31,S&P500,SBA Communications,SBAC,0,172.11,-14.4,-11.0,-11.0,-21.8,-11.4,18.55,
2026-03-31,S&P500,BlackRock,BLK,0,961.71,-9.5,-10.1,-17.5,1.6,-11.8,0.5,
2026-03-31,S&P500,Charter Communications,CHTR,0,215.88,-8.0,3.4,-21.5,-41.4,-12.3,1.81,
2026-03-31,S&P500,"NVR, Inc.",NVR,0,6589.83,-12.3,-9.6,-18.0,-9.0,-12.3,1.11,
2026-03-31,S&P500,Cintas,CTAS,0,169.14,-15.9,-10.1,-17.6,-17.7,-12.4,3.07,
2026-03-31,S&P500,Camden Property Trust,CPT,0,97.66,-9.9,-11.3,-8.5,-20.1,-12.4,3.17,
2026-03-31,S&P500,Raymond James Financial,RJF,0,144.79,-5.4,-9.8,-16.1,4.2,-12.4,-1.79,
2026-03-31,S&P500,Danaher Corporation,DHR,0,189.6,-10.0,-17.2,-4.4,-7.5,-12.4,0.8,
2026-03-31,S&P500,Essex Property Trust,ESS,0,242.0,-5.1,-7.5,-9.6,-21.1,-12.5,2.21,
2026-03-31,S&P500,Palantir Technologies,PLTR,0,146.28,6.6,-17.7,-19.8,73.3,-12.7,1.49,
2026-03-31,S&P500,Moody's Corporation,MCO,0,436.25,-8.7,-14.6,-8.4,-6.3,-12.8,1.04,
2026-03-31,S&P500,Norwegian Cruise Line Holdings,NCLH,0,18.7,-24.6,-16.2,-24.1,-1.4,-13.0,1.23,
2026-03-31,S&P500,Kraft Heinz,KHC,0,22.49,-8.6,-7.3,-13.6,-26.1,-13.5,1.33,
2026-03-31,S&P500,Aon plc,AON,0,322.78,-3.8,-8.5,-9.5,-19.1,-13.5,0.11,
2026-03-31,S&P500,Conagra Brands,CAG,0,15.72,-18.3,-9.2,-14.1,-41.1,-13.5,0.0,
2026-03-31,S&P500,Cadence Design Systems,CDNS,0,277.87,-7.8,-11.1,-20.9,9.3,-13.6,0.31,
2026-03-31,S&P500,T. Rowe Price,TROW,0,90.14,-4.7,-12.0,-12.2,-1.9,-13.7,0.03,
2026-03-31,S&P500,First Solar,FSLR,0,197.26,0.0,-24.5,-10.6,56.0,-13.7,-0.98,
2026-03-31,S&P500,Otis Worldwide,OTIS,0,77.08,-16.7,-11.8,-15.7,-25.3,-14.0,1.01,
2026-03-31,S&P500,TransDigm Group,TDG,0,1158.96,-11.0,-12.9,-12.1,-16.2,-14.0,0.69,
2026-03-31,S&P500,Marsh McLennan,MRSH,0,173.45,-7.1,-6.5,-13.9,-28.9,-14.4,0.67,
2026-03-31,S&P500,Kimberly-Clark,KMB,0,96.47,-13.4,-4.4,-22.4,-32.2,-14.4,-0.35,
2026-03-31,S&P500,Crown Castle,CCI,0,81.31,-9.2,-8.5,-15.7,-22.0,-14.5,4.27,
2026-03-31,S&P500,CBRE Group,CBRE,0,135.46,-8.3,-15.8,-14.0,3.6,-14.8,0.84,
2026-03-31,S&P500,Veralto,VLTO,0,88.42,-9.2,-11.4,-17.1,-9.3,-14.9,-0.46,
2026-03-31,S&P500,Universal Health Services,UHS,0,178.97,-13.2,-17.9,-12.5,-4.8,-14.9,-1.27,
2026-03-31,S&P500,Tractor Supply,TSCO,0,45.3,-12.6,-9.4,-20.3,-17.8,-15.0,-3.27,
2026-03-31,S&P500,Zoetis,ZTS,0,118.21,-9.8,-6.0,-19.2,-28.2,-15.2,-0.23,
2026-03-31,S&P500,Best Buy,BBY,0,64.2,3.6,-4.1,-15.1,-12.8,-15.2,0.47,
2026-03-31,S&P500,Xylem Inc.,XYL,0,119.5,-7.8,-12.2,-19.0,0.0,-15.4,1.47,
2026-03-31,S&P500,Estée Lauder Companies (The),EL,0,71.77,-34.4,-31.5,-18.6,8.7,-15.5,-3.69,
2026-03-31,S&P500,Wynn Resorts,WYNN,0,101.55,-6.1,-15.6,-20.8,21.6,-15.5,0.47,
2026-03-31,S&P500,American Express,AXP,0,302.48,-2.1,-18.2,-8.9,12.4,-15.5,-0.76,
2026-03-31,S&P500,Carvana,CVNA,0,314.38,-5.9,-25.5,-16.7,50.4,-15.7,-0.15,
2026-03-31,S&P500,Prudential Financial,PRU,0,97.69,-0.7,-13.5,-5.8,-12.5,-15.8,-0.11,
2026-03-31,S&P500,Meta Platforms,META,0,572.13,-11.7,-13.3,-22.1,-0.7,-16.0,0.41,
2026-03-31,S&P500,Agilent Technologies,A,0,113.98,-6.1,-16.2,-11.2,-2.6,-16.1,1.32,
2026-03-31,S&P500,Walt Disney Company (The),DIS,0,96.38,-9.1,-15.3,-15.8,-2.4,-16.1,0.24,
2026-03-31,S&P500,News Corp (Class A),NWSA,0,24.93,2.6,-4.6,-18.8,-8.4,-16.1,-2.13,
2026-03-31,S&P500,Mastercard,MA,0,499.66,-3.4,-12.5,-12.2,-8.8,-16.1,-1.24,
2026-03-31,S&P500,News Corp (Class B),NWS,0,28.51,6.5,-3.8,-17.5,-6.1,-16.2,-1.4,
2026-03-31,S&P500,Centene Corporation,CNC,0,32.74,-27.0,-20.4,-8.2,-46.1,-16.2,7.24,
2026-03-31,S&P500,Solventum,SOLV,0,65.3,-12.0,-17.6,-10.5,-14.1,-16.2,-2.65,
2026-03-31,S&P500,AvalonBay Communities,AVB,0,163.35,-7.8,-9.9,-15.4,-23.9,-16.5,1.63,
2026-03-31,S&P500,International Paper,IP,0,35.7,-18.0,-9.4,-23.1,-33.1,-16.6,-2.55,
2026-03-31,S&P500,Visa Inc.,V,0,302.24,-5.6,-13.8,-11.5,-13.8,-16.7,-0.48,
2026-03-31,S&P500,MetLife,MET,0,70.72,-1.9,-10.4,-14.1,-11.9,-16.8,0.0,
2026-03-31,S&P500,Mid-America Apartment Communities,MAA,0,122.12,-8.8,-12.1,-12.6,-27.1,-17.0,2.26,
2026-03-31,S&P500,Willis Towers Watson,WTW,0,290.7,-4.7,-11.5,-15.8,-14.0,-17.6,-0.71,
2026-03-31,S&P500,Pentair,PNR,0,87.11,-12.2,-16.4,-21.4,-0.4,-17.8,-1.48,
2026-03-31,S&P500,Datadog,DDOG,0,118.05,5.4,-13.2,-17.1,19.0,-18.0,1.96,
2026-03-31,S&P500,Waters Corporation,WAT,0,297.8,-6.8,-21.6,-0.7,-19.2,-18.1,2.16,
2026-03-31,S&P500,Domino's,DPZ,0,358.79,-10.9,-13.9,-16.9,-21.9,-18.5,3.35,
2026-03-31,S&P500,Invitation Homes,INVH,0,24.85,-5.7,-10.6,-15.3,-28.7,-19.0,2.82,
2026-03-31,S&P500,Fox Corporation (Class B),FOX,0,53.1,2.6,-18.2,-7.3,0.7,-19.4,-0.43,
2026-03-31,S&P500,Genuine Parts Company,GPC,0,105.75,-11.3,-14.0,-23.7,-11.2,-19.6,-2.16,
2026-03-31,S&P500,Elevance Health,ELV,0,292.75,-8.5,-16.5,-9.4,-32.7,-20.2,2.73,
2026-03-31,S&P500,Global Payments,GPN,0,67.3,-12.0,-13.0,-19.0,-31.3,-20.2,-4.83,
2026-03-31,S&P500,Chipotle Mexican Grill,CMG,0,32.01,-14.0,-13.5,-18.3,-36.2,-20.2,3.59,
2026-03-31,S&P500,Uber,UBER,0,71.93,-4.6,-12.0,-26.6,-1.3,-20.8,-0.13,
2026-03-31,S&P500,Lennar,LEN,0,86.84,-24.1,-15.5,-31.1,-24.3,-20.8,-0.4,
2026-03-31,S&P500,Fox Corporation (Class A),FOXA,0,58.4,3.7,-20.1,-7.4,3.2,-20.9,0.38,
2026-03-31,S&P500,"Nike, Inc.",NKE,0,52.82,-15.1,-17.1,-24.3,-16.8,-21.6,-16.34,
2026-03-31,S&P500,Synopsys,SNPS,0,396.48,-4.2,-15.6,-19.6,-7.5,-21.7,-0.13,
2026-03-31,S&P500,Trimble Inc.,TRMB,0,65.23,-2.5,-16.7,-20.1,-0.6,-22.4,-0.17,
2026-03-31,S&P500,IBM,IBM,0,242.39,0.9,-18.2,-14.1,-2.5,-22.5,2.38,
2026-03-31,S&P500,S&P Global,SPGI,0,425.34,-3.7,-18.6,-12.6,-16.3,-22.6,1.37,
2026-03-31,S&P500,Progressive Corporation,PGR,0,198.24,-7.2,-12.9,-19.7,-30.0,-22.6,-1.51,
2026-03-31,S&P500,IQVIA,IQV,0,170.54,-4.6,-24.3,-10.2,-3.3,-22.9,1.59,
2026-03-31,S&P500,Capital One,COF,0,182.43,-6.8,-24.7,-14.2,1.7,-23.1,-0.28,
2026-03-31,S&P500,CrowdStrike,CRWD,0,390.41,5.0,-16.7,-20.4,10.7,-23.9,2.23,
2026-03-31,S&P500,Baxter International,BAX,0,16.8,-17.5,-12.1,-26.2,-50.9,-24.2,-0.71,
2026-03-31,S&P500,Abbott Laboratories,ABT,0,102.67,-11.8,-18.1,-23.3,-22.6,-24.8,0.19,
2026-03-31,S&P500,Erie Indemnity,ERIE,0,251.31,-6.7,-12.3,-21.0,-40.0,-25.0,-0.72,
2026-03-31,S&P500,CDW Corporation,CDW,0,121.02,-1.3,-11.1,-24.0,-24.5,-25.2,0.82,
2026-03-31,S&P500,Palo Alto Networks,PANW,0,160.32,7.7,-13.0,-21.3,-6.0,-26.0,1.8,
2026-03-31,S&P500,Skyworks Solutions,SWKS,0,53.55,-10.1,-15.5,-30.4,-17.1,-26.0,3.06,
2026-03-31,S&P500,McCormick & Company,MKC,0,50.44,-29.0,-25.9,-24.6,-38.7,-26.3,-3.15,
2026-03-31,S&P500,PTC Inc.,PTC,0,142.49,-9.0,-18.2,-29.8,-8.0,-26.6,0.11,
2026-03-31,S&P500,Cognizant,CTSH,0,61.35,-4.8,-26.1,-8.5,-19.8,-26.7,1.94,
2026-03-31,S&P500,Equifax,EFX,0,180.07,-13.8,-17.0,-29.8,-26.1,-26.8,1.29,
2026-03-31,S&P500,Copart,CPRT,0,33.2,-12.8,-15.2,-26.2,-41.3,-27.1,0.6,
2026-03-31,S&P500,Verisk Analytics,VRSK,0,189.75,-8.6,-15.2,-24.6,-36.2,-27.4,-2.46,
2026-03-31,S&P500,Take-Two Interactive,TTWO,0,197.5,-6.6,-22.9,-23.6,-4.7,-27.7,1.2,
2026-03-31,S&P500,General Mills,GIS,0,37.22,-17.7,-20.0,-26.2,-37.7,-27.8,0.54,
2026-03-31,S&P500,Zebra Technologies,ZBRA,0,209.08,-6.6,-13.9,-29.6,-26.0,-27.8,-2.98,
2026-03-31,S&P500,Autodesk,ADSK,0,239.4,-2.6,-19.1,-24.6,-8.6,-28.0,-0.55,
2026-03-31,S&P500,Builders FirstSource,BLDR,0,82.33,-21.1,-20.0,-32.1,-34.1,-28.3,-3.9,
2026-03-31,S&P500,Pool Corporation,POOL,0,202.33,-10.9,-11.5,-34.7,-36.4,-28.4,0.3,
2026-03-31,S&P500,Lululemon Athletica,LULU,0,153.1,-17.3,-26.3,-14.0,-45.9,-28.6,1.71,
2026-03-31,S&P500,Alexandria Real Estate Equities,ARE,0,46.42,-14.1,-5.1,-44.3,-49.8,-29.2,-6.87,
2026-03-31,S&P500,Booking Holdings,BKNG,0,4210.32,-0.7,-21.4,-22.0,-8.6,-29.5,-0.38,
2026-03-31,S&P500,Qualcomm,QCOM,0,128.78,-9.5,-24.7,-22.6,-16.2,-29.5,-1.54,
2026-03-31,S&P500,Microsoft,MSFT,0,370.17,-5.7,-23.5,-28.5,-1.4,-30.4,0.89,
2026-03-31,S&P500,Campbell's Company (The),CPB,0,22.27,-17.4,-20.1,-29.5,-44.2,-31.0,-1.17,
2026-03-31,S&P500,UnitedHealth Group,UNH,0,270.59,-7.7,-18.0,-21.6,-48.3,-31.0,2.46,
2026-03-31,S&P500,HP Inc.,HPQ,0,19.21,1.2,-13.8,-29.5,-30.6,-32.5,1.56,
2026-03-31,S&P500,Arthur J. Gallagher & Co.,AJG,0,216.58,-5.1,-16.3,-30.1,-37.3,-33.0,0.48,
2026-03-31,S&P500,"BXP, Inc.",BXP,0,51.9,-9.9,-23.1,-30.2,-22.8,-33.2,-0.23,
2026-03-31,S&P500,Insulet Corporation,PODD,0,209.84,-14.9,-26.2,-32.0,-20.1,-33.5,-2.64,
2026-03-31,S&P500,Apollo Global Management,APO,0,111.42,6.5,-23.0,-16.4,-18.6,-33.6,-3.93,
2026-03-31,S&P500,Axon Enterprise,AXON,0,424.69,-21.7,-25.2,-40.8,-19.3,-33.6,-2.8,
2026-03-31,S&P500,EPAM Systems,EPAM,0,135.4,-4.0,-33.9,-10.2,-19.8,-34.2,1.91,
2026-03-31,S&P500,Brown & Brown,BRO,0,65.21,-9.2,-18.2,-30.5,-47.6,-34.7,1.13,
2026-03-31,S&P500,Paychex,PAYX,0,92.12,-1.6,-17.9,-27.3,-40.3,-35.2,-0.46,
2026-03-31,S&P500,Accenture,ACN,0,198.29,-5.0,-26.1,-19.6,-36.5,-35.5,1.53,
2026-03-31,S&P500,Supermicro,SMCI,0,22.77,-29.7,-22.2,-52.5,-33.5,-35.9,1.98,
2026-03-31,S&P500,Automatic Data Processing,ADP,0,203.18,-5.2,-21.0,-30.8,-33.5,-36.3,0.41,
2026-03-31,S&P500,Broadridge Financial Solutions,BR,0,162.48,-12.6,-27.2,-31.8,-33.0,-38.0,-0.95,
2026-03-31,S&P500,Salesforce,CRM,0,186.67,-4.2,-29.5,-21.2,-30.4,-38.2,0.27,
2026-03-31,S&P500,Gen Digital,GEN,0,18.83,-16.6,-30.7,-33.7,-29.1,-39.0,0.32,
2026-03-31,S&P500,Robinhood Markets,HOOD,0,69.3,-8.6,-38.7,-51.6,66.5,-39.2,-0.58,
2026-03-31,S&P500,PayPal,PYPL,0,45.23,-2.1,-22.5,-32.6,-30.7,-39.4,0.24,
2026-03-31,S&P500,Roper Technologies,ROP,0,353.86,1.2,-20.5,-29.0,-40.0,-39.5,1.14,
